business_name,area,category,classification,observed_name,identity_similarity,resolved_cid,decision,reason,existing_cid_businesses,screenshot,screenshot_sha256,final_url
Panadería Francés,Cocles,shopping,ambiguous,De Gustibus Bakery - Puerto Viejo,0.208,9034432070677152199,review,classifier=ambiguous,De Gustibus Bakery,unsigned-full/screenshots/37-f859a33b56.jpg,135c530343f5c15b78aa3c8608f612bc58c8850862c4b9db4ac3d60d61cb8335,"https://www.google.com/maps/place/De+Gustibus+Bakery+-+Puerto+Viejo/@9.6588471,-82.7501144,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa65011c4cc4425:0x7d60c01a101bc1c7!8m2!3d9.6588471!4d-82.7501144!16s%2Fg%2F1hc14q4pw?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Ecotourism and Conservation Association of Talamanca,Puerto Viejo,tour_company,exact,ATEC Talamanca Association of Ecotourism and Conservation,1.0,11890875733593568965,collision_review,CID already assigned in master,ATEC,unsigned-full/screenshots/38-cc8c148702.jpg,5c377a31d3e049c15684b911c6bc4470239025714bc5b8246cc75b6101f671d0,"https://www.google.com/maps/place/ATEC+Talamanca+Association+of+Ecotourism+and+Conservation/@9.6564748,-82.7555792,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6500d6e3e10ad:0xa504e07aa92836c5!8m2!3d9.6564748!4d-82.7555792!16s%2Fg%2F1hf7175pt?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Refugio de animales Jaguar,Cocles,tour_company,ambiguous,Jaguar Rescue Center,0.261,9435208628058025334,review,classifier=ambiguous,"Jaguar Rescue Center - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/39-22c546f7cf.jpg,3fb5a96c14f2b5aa0024ddc6be71adf0c1d36a3b6aab36261ee8a40c2e15d3bb,"https://www.google.com/maps/place/Jaguar+Rescue+Center/@9.6419566,-82.7235673,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64559da705b2f:0x82f09841e1196d76!8m2!3d9.6419566!4d-82.7235673!16s%2Fm%2F0gfj4w3?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Blue Dreams Hotel,Playa Negra,hotel,exact,Blue Dreams Hotel,1.0,7864989313907649296,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/40-4f1182f176.jpg,d65752f3b8b852cb4e8fd2de99df91a99364027aae9c526ce98ce58a674b35ca,"https://www.google.com/maps/place/Blue+Dreams+Hotel/@9.6559239,-82.7828828,17z/data=!3m1!4b1!4m9!3m8!1s0x8fa65199994f85e9:0x6d260e1c49b56b10!5m2!4m1!1i2!8m2!3d9.6559239!4d-82.7828828!16s%2Fg%2F11ysy5339b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Cabinas KiAMiMi,Puerto Viejo,hotel,exact,Cabinas KiaMiMi,1.0,1705549831231309538,collision_review,CID already assigned in master,Cabañas KiaMiMi,unsigned-full/screenshots/41-3dd275f5fe.jpg,777bb70816259757c1946e546d1c5cd9e866d8023ac3464b101e026c6da0fee4,"https://www.google.com/maps/place/Cabinas+KiaMiMi/@9.6603717,-82.7840054,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa651f5de942feb:0x17ab5488fd4506e2!8m2!3d9.6603717!4d-82.7840054!16s%2Fg%2F11q2t4d8yx?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Cabinas KiMiMi,Puerto Viejo,hotel,exact,Cabinas KiaMiMi,0.966,1705549831231309538,collision_review,CID already assigned in master,Cabañas KiaMiMi,unsigned-full/screenshots/42-ad866eeca1.jpg,401d8adcb86f88e91edef0e69e0a9e7b943d92a0a0461d3693e1387c2c1f9c72,"https://www.google.com/maps/place/Cabinas+KiaMiMi/@9.6603717,-82.7840054,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa651f5de942feb:0x17ab5488fd4506e2!8m2!3d9.6603717!4d-82.7840054!16s%2Fg%2F11q2t4d8yx?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Cabinas KlaMiMi,Puerto Viejo,hotel,exact,Cabinas KiaMiMi,0.933,1705549831231309538,collision_review,CID already assigned in master,Cabañas KiaMiMi,unsigned-full/screenshots/43-d67ab38868.jpg,c3c4f08a9b4030c9bda95f8738ee6927e1f6f69d4ed0393fa55e07146df503ee,"https://www.google.com/maps/place/Cabinas+KiaMiMi/@9.6603717,-82.7840054,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa651f5de942feb:0x17ab5488fd4506e2!8m2!3d9.6603717!4d-82.7840054!16s%2Fg%2F11q2t4d8yx?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Casa Alegre,Playa Negra,restaurant,probable,Casa Rio,0.632,4666775397025577928,review,classifier=probable,"Casa Rio Restaurant & Bar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/44-03598414cf.jpg,42ecaf737be968368dd35b19833f5a421573f346b25da13f7d1812a81b1af552,"https://www.google.com/maps/place/Casa+Rio/@9.6438612,-82.7321521,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64554ffe6b3bd:0x40c3b77f7a3dfbc8!8m2!3d9.6438612!4d-82.7321521!16s%2Fg%2F11b6s2_bw5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Casa Miluca,Playa Negra,restaurant,probable,Casa Maryluz,0.696,18072482811082707755,review,classifier=probable,,unsigned-full/screenshots/45-99c2664388.jpg,735874f233d051d4743515640239cb62d9188840baa47eadbfeebe6f8e083b5a,"https://www.google.com/maps/place/Casa+Maryluz/@9.6551402,-82.7860953,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa651f316abbe1b:0xface5b5d53f0132b!8m2!3d9.6551402!4d-82.7860953!16s%2Fg%2F11sj6slmgw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Casa Pallalita,Playa Negra,restaurant,exact,Casa Palliata,0.889,3067085546718993771,collision_review,CID already assigned in master,Casa Palliata,unsigned-full/screenshots/46-2ee00f24e4.jpg,c068d2166c3d28ce686eafffdf60635b449937b2340d2f03586131459f639067,"https://www.google.com/maps/place/Casa+Palliata/@9.6479989,-82.7520805,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa651ff4602c4ed:0x2a907a0dfbeb9d6b!8m2!3d9.6479989!4d-82.7520805!16s%2Fg%2F11frp2rcw9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Casa Pallita,Playa Negra,restaurant,exact,Casa Palliata,0.96,3067085546718993771,collision_review,CID already assigned in master,Casa Palliata,unsigned-full/screenshots/47-f2e94ab69e.jpg,63877fd5d4f68f547d2636c4ec5bc9dbed169c9485c4697ca19f82f2c07e21a6,"https://www.google.com/maps/place/Casa+Palliata/@9.6479989,-82.7520805,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa651ff4602c4ed:0x2a907a0dfbeb9d6b!8m2!3d9.6479989!4d-82.7520805!16s%2Fg%2F11frp2rcw9?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Casitas del Bosque,Puerto Viejo,hotel,exact,Casitas del Bosque,1.0,17991662797152698167,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/48-7eab62743a.jpg,a9e447fd1f56700d4d5f7bac6420fa3bb7ba27da8de33a8cd82bae2d2ecc6637,"https://www.google.com/maps/place/Casitas+del+Bosque/@9.6329105,-82.7013138,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa645c44804577b:0xf9af39fd76e5bf37!8m2!3d9.6329105!4d-82.7013138!16s%2Fg%2F11pyydgg_2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
CHOCORART,Puerto Viejo,shopping,exact,CHOCORART,1.0,14244983452023827203,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/49-aa9810c34d.jpg,01ab053e01f4a4efed24e3f9e05e9db27a94bf425a4de94c41728ba1986cec85,"https://www.google.com/maps/place/CHOCORART/@9.6337375,-82.7063369,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64565f7f303a5:0xc5b058f9f932ab03!8m2!3d9.6337375!4d-82.7063369!16s%2Fg%2F11b7m96mpz?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Da Lime Beach Club & Restaurant at Hotel Aguas Claras,Playa Negra,hotel,exact,Da Lime Beach Club & Restaurant at Hotel Aguas Claras,1.0,5875257995302760665,collision_review,CID already assigned in master,"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/50-782086d81a.jpg,6899c8850caf2878572abc4814c43d060f9f2e74e37cd6094a6839d2dfe9dd1f,"https://www.google.com/maps/place/Da+Lime+Beach+Club+%26+Restaurant+at+Hotel+Aguas+Claras/@9.6443438,-82.7196505,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64580bdce2091:0x51891c04adcb70d9!8m2!3d9.6443438!4d-82.7196505!16s%2Fg%2F11j20tvzb2?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Douglas Ville guest house,Playa Negra,vacation_rental,exact,Douglas Ville guest house,1.0,16910935893526257108,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/51-54f9b5faed.jpg,3e7da1b6ce2d668d2bf132626e965aa41a699610d0c3208420d4377277b0998b,"https://www.google.com/maps/place/Douglas+Ville+guest+house/@9.6538097,-82.7541907,17z/data=!4m9!3m8!1s0x8fa6500c8965503b:0xeaafb698e1091dd4!5m2!4m1!1i2!8m2!3d9.6538097!4d-82.7541907!16s%2Fg%2F1xcbqpcc?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
El Chilamate,Playa Negra,restaurant,exact,El Chilamate Holiday House,1.0,9842399411646961220,collision_review,CID already assigned in master,Casa Chilamate Day House,unsigned-full/screenshots/52-421c5dfb9a.jpg,c6d13458d71d8a4b2d0600a197f76a7909edee1defc81268d7063ba3158f5888,"https://www.google.com/maps/place/El+Chilamate+Holiday+House/@9.6530399,-82.7654953,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa65070cbbdcb63:0x88973a1e1cbb1644!8m2!3d9.6530399!4d-82.7654953!16s%2Fg%2F11c7szffj6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
El Chilamate Holiday House,Playa Negra,restaurant,exact,El Chilamate Holiday House,1.0,9842399411646961220,collision_review,CID already assigned in master,Casa Chilamate Day House,unsigned-full/screenshots/53-fee5df4fd0.jpg,0037b95746fea5213b00d1d64572e97f72f05e27a58079653ad560388a675e6e,"https://www.google.com/maps/place/El+Chilamate+Holiday+House/@9.6530399,-82.7654953,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa65070cbbdcb63:0x88973a1e1cbb1644!8m2!3d9.6530399!4d-82.7654953!16s%2Fg%2F11c7szffj6?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Finca la Isla Permaculture Farm,Playa Negra,restaurant,exact,"Finca la Isla Permaculture Farm, Plant Nursery and Botanical Garden",1.0,7972003479335139796,collision_review,CID already assigned in master,"Finca La Isla Botanical Garden - Playa Negra, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/54-f3559d2667.jpg,35bba61f8de42a808a9c955a47d1ea22cb8569084e2c5269850c205957ddf5b2,"https://www.google.com/maps/place/Finca+la+Isla+Permaculture+Farm,+Plant+Nursery+and+Botanical+Garden/@9.6495033,-82.7641365,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa650764c48118b:0x6ea23eed4df2f9d4!8m2!3d9.6495033!4d-82.7641365!16s%2Fg%2F1hhx7qbjw?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Hospedaje Dos Sueños,Puerto Viejo,hotel,exact,Hospedaje Dos Sueños,1.0,5066811314987255340,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/55-70e444280a.jpg,79ec0da364a7de3270c6798ab0360cd8d8962e113b1646ebc276feca90f42abe,"https://www.google.com/maps/place/Hospedaje+Dos+Sue%C3%B1os/@9.6319906,-82.7016493,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa645fe25b02365:0x4650ee0bbdbec62c!8m2!3d9.6319906!4d-82.7016493!16s%2Fg%2F11l4lcbc29?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Ka Namu,Playa Negra,restaurant,exact,Ka Namu - One-Bedroom House,1.0,4776029185661119925,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/56-7251799e81.jpg,85e32a78b0741f978e3e338cd3faea77f345fb8d1f32e1137178fb07c24a1976,"https://www.google.com/maps/place/Ka+Namu+-+One-Bedroom+House/@9.6468296,-82.7446899,17z/data=!3m1!4b1!4m10!3m9!1s0x8fa65aa81d710237:0x4247dd3d683aadb5!5m2!4m1!1i2!8m2!3d9.6468296!4d-82.7446899!16s%2Fg%2F11zkwg8_c6!17BQ0FF?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
La Isla Permaculture Farm,Playa Negra,restaurant,exact,"Finca la Isla Permaculture Farm, Plant Nursery and Botanical Garden",1.0,7972003479335139796,collision_review,CID already assigned in master,"Finca La Isla Botanical Garden - Playa Negra, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/57-f953789a5f.jpg,f1721da8c0052a6f44bfddcd3d1b5d6a6c2c324bb03a9d11f78d729fe6a00e46,"https://www.google.com/maps/place/Finca+la+Isla+Permaculture+Farm,+Plant+Nursery+and+Botanical+Garden/@9.6495033,-82.7641365,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa650764c48118b:0x6ea23eed4df2f9d4!8m2!3d9.6495033!4d-82.7641365!16s%2Fg%2F1hhx7qbjw?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
La Pecora Nera Ristorante,Playa Negra,restaurant,exact,La Pecora Nera Ristorante,1.0,16671506007035121722,collision_review,CID already assigned in master,"Pecora Nera - Playa Cocles, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/58-6c75fe8d1c.jpg,61211d0af6c5a137283e747ba2f89619113d357a0259d1bbf6489e31a74d9c94,"https://www.google.com/maps/place/La+Pecora+Nera+Ristorante/@9.6435375,-82.7294006,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64555a5469515:0xe75d16624c1e903a!8m2!3d9.6435375!4d-82.7294006!16s%2Fg%2F1hdzj0tsy?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
La Selva PV Events,Playa Negra,restaurant,exact,La Selva PV Events,1.0,8923069820182897353,collision_review,CID already assigned in master,Sea Breeze Events,unsigned-full/screenshots/59-01b7a0968c.jpg,2bb7ef9c557a3cb55a206627e2fd53ffe29aee99a912e123af5025bb081d954b,"https://www.google.com/maps/place/La+Selva+PV+Events/@9.6514016,-82.7523366,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa651002912bccf:0x7bd51cb99a02a2c9!8m2!3d9.6514016!4d-82.7523366!16s%2Fg%2F11y3wdvdx1?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Lapaluna,Puerto Viejo,restaurant,exact,Lapaluna,1.0,748324862255207133,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/60-7cfda9b5ad.jpg,68fa4c435b9fdd8defa860e4b5c1e53166886216485a45cce1534d6ba54914e0,"https://www.google.com/maps/place/Lapaluna/@9.6356224,-82.7077382,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6455916b0d209:0xa62957f575092dd!8m2!3d9.6356224!4d-82.7077382!16s%2Fg%2F11h_bvffq6?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Morpho Casitas,Playa Negra,vacation_rental,exact,Caribbean Blue Morpho Casitas,1.0,15075381955885778012,collision_review,CID already assigned in master,Caribbean Blue Morpho Casitas,unsigned-full/screenshots/61-340d1d5da5.jpg,3e10c1bf3bfb51ab3676b8a695538e8da9102447d5853ac1ddb03c5442d48cf7,"https://www.google.com/maps/place/Caribbean+Blue+Morpho+Casitas/@9.6534314,-82.7783071,17z/data=!4m9!3m8!1s0x8fa6519e0df8e297:0xd13684041de7c45c!5m2!4m1!1i2!8m2!3d9.6534314!4d-82.7783071!16s%2Fg%2F11vr05nc5z?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Namu Garden Hotel & Spa,Playa Negra,hotel,exact,Namu Garden Hotel & Spa,1.0,18141110668997261824,collision_review,CID already assigned in master,Namu Garden Hotel and Spa,unsigned-full/screenshots/62-bd876d5efa.jpg,4a7e3ffaed3f736ec93d7dde5d9433a8364979308b872bea485cc627b999680e,"https://www.google.com/maps/place/Namu+Garden+Hotel+%26+Spa/@9.6531231,-82.7543983,17z/data=!4m9!3m8!1s0x8fa6512be1daa309:0xfbc22c09a8a17a00!5m2!4m1!1i2!8m2!3d9.6531231!4d-82.7543983!16s%2Fg%2F11kj44ph5q?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Paloma Studio,Playa Negra,restaurant,exact,La Paloma Studio en Coclès con cocina à 800 m de la playa,1.0,3738318817422763383,collision_review,CID already assigned in master,La Paloma Studio en Coclès con cocina a,unsigned-full/screenshots/63-0c0d6a947b.jpg,19ff189e52558e3edc5e80415543c161ddf07c2fb1c204be93c47fbf8f792f10,"https://www.google.com/maps/place/La+Paloma+Studio+en+Cocl%C3%A8s+con+cocina+%C3%A0+800+m+de+la+playa/@9.6433356,-82.7384602,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa65bad04d668db:0x33e12d2871a46577!8m2!3d9.6433356!4d-82.7384602!16s%2Fg%2F11r5vgx7xv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Paragliding CR,Playa Negra,restaurant,exact,Cirrus Sky Paragliding CR,1.0,906367207779863842,collision_review,CID already assigned in master,Cirrus Sky Paragliding CR,unsigned-full/screenshots/64-5fda6d074b.jpg,f0edff922fa35fe2ee2e367278a71d0309b801cf8c04d66fc44eaec40c23d91e,"https://www.google.com/maps/place/Cirrus+Sky+Paragliding+CR/@9.6483809,-82.7338131,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64fdaae45a435:0xc94102c5fc80d22!8m2!3d9.6483809!4d-82.7338131!16s%2Fg%2F11nb2nk01l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Repazul,Puerto Viejo,restaurant,exact,Repazul Puerto Viejo Limón Costa Rica,1.0,2898935241958549311,collision_review,CID already assigned in master,"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/65-04bcc8274c.jpg,96f783102d4721053dd736dbe852395addbd40c636ba39b26f60fcfd607154c3,"https://www.google.com/maps/search/Repazul+Puerto+Viejo+Lim%C3%B3n+Costa+Rica/@9.6546594,-82.7562849,15z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Rio Home,Playa Negra,restaurant,exact,Rio Home Playa Negra Limón Costa Rica,1.0,11653253983798852315,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/66-098374f7f2.jpg,c86d863bca2dbc543ff8a71ec8cb9b5b0025f10843c258558d230d518ac76e15,"https://www.google.com/maps/search/Rio+Home+Playa+Negra+Lim%C3%B3n+Costa+Rica/@9.6604853,-82.7843214,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Rustika Lodge,Puerto Viejo,hotel,exact,Hotel Rustika Lodge,1.0,17548818634857466246,collision_review,CID already assigned in master,Hotel Rustika Lodge,unsigned-full/screenshots/67-e531a40c37.jpg,e04b44f46c210617cc2e017cad20fa5f73c6b4f0de5ffd75e721ba9411500e27,"https://www.google.com/maps/place/Hotel+Rustika+Lodge/@9.6552385,-82.7691739,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa65100012db70d:0xf389ed921e6f4986!8m2!3d9.6552385!4d-82.7691739!16s%2Fg%2F11vrtsj09j?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Shenanigans–Fat Drink Dink Drive,Playa Negra,restaurant,exact,Shenanigans–Fat Drink Dink Drive Playa Negra Limón Costa Rica,1.0,1386465364860297778,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/68-6795c6efb9.jpg,4383b17ac0ca7c7ff6b099dce8a06ebbde31231f32ad4e9a7589f277ca85b995,"https://www.google.com/maps/search/Shenanigans%E2%80%93Fat+Drink+Dink+Drive+Playa+Negra+Lim%C3%B3n+Costa+Rica/@9.6653257,-82.7735093,15z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Sloth Crossing,Puerto Viejo,restaurant,exact,Buddy's Sloth Crossing,1.0,7100005996183210934,collision_review,CID already assigned in master,Buddy's Sloth Crossing,unsigned-full/screenshots/69-b2587cae12.jpg,8efa37cb049950b2d8ef7b5d9896cf0cdb13a39e17e61ef8ee25618485b56b7b,"https://www.google.com/maps/place/Buddy's+Sloth+Crossing/@9.6629375,-82.7894375,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6515c903b6675:0x628849d609a4cbb6!8m2!3d9.6629375!4d-82.7894375!16s%2Fg%2F11ks1n1jjr?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Soda Shekina,Playa Negra,restaurant,exact,Soda Shekina,1.0,11963087103971381770,collision_review,CID already assigned in master,Soda Shekiná,unsigned-full/screenshots/70-5280115f3e.jpg,007ef10a3a60002914ef7bbd5e5e34dc265808e8a8a75b5ee13b45f8d110179d,"https://www.google.com/maps/place/Soda+Shekina/@9.6548801,-82.7539308,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6500cf9c130a7:0xa6056c568145520a!8m2!3d9.6548801!4d-82.7539308!16s%2Fg%2F11clv83km6?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
The Bush,Cocles,restaurant,exact,The Bush Doctah Herbalist,1.0,7437765293747491582,collision_review,CID already assigned in master,Doctah Herbalist,unsigned-full/screenshots/71-902ff007c9.jpg,d777b4d52fc4fc3998492146d9a9893d458c26a9bd56f7039e345807ebe525d9,"https://www.google.com/maps/place/The+Bush+Doctah+Herbalist/@9.6330449,-82.7182417,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64513dc69d5cd:0x67384020b08c52fe!8m2!3d9.6330449!4d-82.7182417!16s%2Fg%2F11xw2y_xg8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
The Bush Doctah Herbalist,Cocles,restaurant,exact,The Bush Doctah Herbalist,1.0,7437765293747491582,collision_review,CID already assigned in master,Doctah Herbalist,unsigned-full/screenshots/72-ce2df73976.jpg,006c6810574f01627a7bd007dde25357a9fd6b0ddfeb7abfbb8c47a15bb9c56c,"https://www.google.com/maps/place/The+Bush+Doctah+Herbalist/@9.6330449,-82.7182417,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64513dc69d5cd:0x67384020b08c52fe!8m2!3d9.6330449!4d-82.7182417!16s%2Fg%2F11xw2y_xg8?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Villas Kandulu,Playa Negra,hotel,exact,Villas Kandulu,1.0,13333726585970395954,collision_review,CID already assigned in master,Villa Kandulu,unsigned-full/screenshots/73-d98e0a5701.jpg,505a1fb5130674f5b494420f1cc1e6b5d6c7b5347c1f7581e152a0afdda404ff,"https://www.google.com/maps/place/Villas+Kandulu/@9.6547145,-82.7451559,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa65182a0972111:0xb90ae9af50f28b32!8m2!3d9.6547145!4d-82.7451559!16s%2Fg%2F11sdsrh6xq?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Almonds and Corals Boutique Hotel - Manzanillo, Limón, Costa Rica",Manzanillo,hotel,exact,Almonds & Corals Boutique Hotel,0.935,11188266454666848277,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/74-0723e7f201.jpg,a6bdb162899f22f316609e5c173c4141a45fc95c8282e6241122e90e91ec5576,"https://www.google.com/maps/place/Almonds+%26+Corals+Boutique+Hotel/@9.6321651,-82.6727735,17z/data=!4m9!3m8!1s0x8fa650127704c98b:0x9b44b51002d62815!5m2!4m1!1i2!8m2!3d9.6321651!4d-82.6727735!16s%2Fg%2F1vzqt9l9?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
